X;Y;OBJECTID;RELI;B14BTOT;Count_;IPTA
553600;147600;262882;55361476;7;2;0
523200;164200;164572;52321642;28;1;0
524200;149000;328429;52421490;36;0;0
550800;147800;164574;55081478;10;0;0
544200;188900;197347;54421889;9;1;0
516000;158000;262893;51601580;3;0;0
563900;129600;164580;56391296;45;3;0
541500;187700;262894;54151877;23;2;0
557400;150500;197353;55741505;17;1;0
534300;156000;164585;53431560;25;1;0
547600;172500;164587;54761725;18;1;0
529400;152200;295672;52941522;3;1;0
533900;153700;230131;53391537;293;0;0
528200;152500;328444;52821525;33;3;0
527600;161100;295674;52761611;6;0;0
527200;160800;164591;52721608;9;0;0
529300;155100;164592;52931551;5;0;0
539600;151800;262909;53961518;93;3;0
580900;148200;262912;58091482;25;1;0
505100;160800;328457;50511608;16;0;0
540400;165200;328458;54041652;42;1;0
540500;181200;230146;54051812;4;2;1
548100;157800;262918;54811578;7;0;0
515900;149500;262922;51591495;3;0;0
562800;131200;262925;56281312;63;0;0
559300;193200;328470;55931932;3;1;0
539300;151300;197386;53931513;99;1;0
536700;153700;295700;53671537;121;5;0
538200;153800;197388;53821538;147;2;0
531600;151600;328472;53161516;174;1;0
502100;132700;197391;50211327;13;1;0
508100;142700;197396;50811427;3;1;0
561400;177000;295712;56141770;3;0;0
504300;158800;328485;50431588;3;0;0
530100;153700;295717;53011537;10;0;0
555600;154700;197404;55561547;3;1;0
537000;153600;164635;53701536;56;3;0
570200;127400;295719;57021274;21;1;0
548100;162500;262953;54811625;3;0;0
529000;157700;230182;52901577;3;1;0
565600;126700;328497;56561267;22;2;0
561900;145100;164643;56191451;3;2;1
545200;149000;230187;54521490;29;1;0
550400;178600;164645;55041786;6;0;0
534000;163200;164649;53401632;3;0;0
566600;122400;295736;56661224;31;2;0
541600;162700;295737;54161627;4;0;0
541500;155800;197425;54151558;17;0;0
548900;155100;295740;54891551;3;0;0
552000;147700;197429;55201477;3;0;0
563400;129900;295743;56341299;87;2;0
536400;159400;295745;53641594;67;2;0
551700;167400;230204;55171674;47;1;0
582400;148600;164662;58241486;3;1;0
562200;192100;262976;56221921;5;0;0
558200;145600;230205;55821456;21;2;0
551700;170000;262977;55171700;12;1;0
533600;154700;262978;53361547;38;4;0
546000;150600;197436;54601506;5;0;0
520800;147000;295751;52081470;8;0;0
532100;152200;328522;53211522;31;1;0
554300;148600;295752;55431486;3;0;0
533200;151800;295753;53321518;13;0;0
500800;140000;197440;50081400;5;0;0
539100;153000;197441;53911530;109;1;0
514000;147400;295756;51401474;6;0;0
522600;147300;164683;52261473;6;1;0
564800;129500;328541;56481295;3;4;1
555300;145200;328544;55531452;58;4;0
511300;166600;197460;51131666;11;1;0
550900;178600;328547;55091786;3;0;0
539500;171700;263005;53951717;4;1;0
558300;147500;197463;55831475;24;2;0
548800;168000;164693;54881680;3;0;0
539000;184900;263008;53901849;5;0;0
551400;155800;164699;55141558;7;0;0
532800;153700;295785;53281537;292;2;0
551500;158100;295788;55151581;5;1;0
519100;174200;230246;51911742;30;2;0
555200;146700;197475;55521467;24;2;0
502900;137600;328560;50291376;26;0;0
557900;133300;164705;55791333;45;1;0
563200;142400;295789;56321424;3;1;0
537800;162800;164707;53781628;3;1;0
559800;147600;164708;55981476;3;1;0
545100;164500;164709;54511645;6;1;0
515100;168400;197482;51511684;7;1;0
555200;158700;295797;55521587;10;1;0
537700;154600;230258;53771546;238;0;0
571100;126900;295803;57111269;4;2;1
531100;179400;197492;53111794;5;0;0
538900;160700;197493;53891607;3;0;0
536800;180700;263036;53681807;3;1;0
504000;131800;328580;50401318;54;1;0
537500;154300;197499;53751543;7;1;0
533900;153000;164728;53391530;3;2;1
538000;152300;328584;53801523;24;15;1
558400;145500;328585;55841455;7;1;0
536300;160000;263046;53631600;67;2;0
528000;186000;295818;52801860;28;1;0
566500;122400;197510;56651224;78;2;0
567300;124300;230282;56731243;3;0;0
558000;147400;295828;55801474;16;2;0
533000;151600;263059;53301516;3;0;0
534200;153800;295832;53421538;59;2;0
538000;174300;263061;53801743;4;0;0
512100;142400;328604;51211424;13;0;0
545300;155300;164752;54531553;6;0;0
552600;147700;197523;55261477;10;0;0
499700;144900;66440;49971449;7;0;0
500700;144700;66441;50071447;3;1;0
523400;147800;328610;52341478;4;1;0
544000;149700;328611;54401497;3;1;0
535500;156600;263070;53551566;3;1;0
563000;189300;197529;56301893;3;0;0
500600;129300;66445;50061293;4;0;0
559800;145200;328614;55981452;4;2;1
530900;152600;164762;53091526;33;0;0
502200;145000;230306;50221450;27;1;0
535700;152900;164764;53571529;94;6;0
502800;139300;66451;50281393;25;1;0
569400;192200;263078;56941922;22;3;0
502800;139400;66452;50281394;66;2;0
507200;140700;230309;50721407;10;1;0
536700;153200;164768;53671532;243;2;0
503000;129900;66456;50301299;18;0;0
532900;160300;263082;53291603;15;0;0
502900;131400;66457;50291314;37;0;0
549500;156500;197542;54951565;3;1;0
503200;129700;66458;50321297;11;1;0
526700;187000;197543;52671870;23;1;0
538100;181100;197544;53811811;62;1;0
564500;127000;197548;56451270;10;0;0
559700;143400;328632;55971434;10;5;1
556200;144700;328633;55621447;11;1;0
504900;142700;66469;50491427;48;1;0
505600;145600;66472;50561456;26;2;0
505900;160200;66473;50591602;18;1;0
505500;135000;66474;50551350;17;0;0
505700;139600;66476;50571396;13;2;0
539300;152100;263103;53931521;37;3;0
505700;145100;66477;50571451;8;1;0
547300;183500;263104;54731835;6;2;0
505800;159500;66479;50581595;7;2;0
506100;160200;66480;50611602;19;2;0
530700;179400;295877;53071794;10;0;0
563400;132900;230335;56341329;12;2;0
546400;183500;263107;54641835;71;0;0
579300;147400;295880;57931474;3;1;0
509300;149700;197568;50931497;12;0;0
507000;138700;66484;50701387;90;5;0
507300;148100;66485;50731481;11;0;0
507500;137700;66486;50751377;63;2;0
507700;163100;66487;50771631;8;1;0
507400;138000;66488;50741380;66;1;0
507600;146400;66489;50761464;7;0;0
541900;151500;263115;54191515;5;2;0
508700;142600;66490;50871426;15;1;0
508400;162000;66491;50841620;16;0;0
508400;138900;66492;50841389;38;2;0
536700;182500;164806;53671825;27;0;0
507900;147700;66493;50791477;9;0;0
528600;159800;328662;52861598;6;1;0
508200;149300;66494;50821493;4;0;0
508500;139000;66495;50851390;45;1;0
524000;172900;230351;52401729;6;2;0
508000;138300;66496;50801383;18;1;0
508300;138000;66497;50831380;17;1;0
500900;143800;328666;50091438;3;0;0
511100;144400;66498;51111444;34;0;0
529900;153300;230354;52991533;15;1;0
509800;144100;66499;50981441;10;0;0
566900;132300;295897;56691323;18;16;1
509300;151300;66500;50931513;3;1;0
509400;141700;66501;50941417;64;1;0
509500;151300;66502;50951513;3;1;0
570200;146400;164816;57021464;19;1;0
520800;150400;230358;52081504;4;1;0
509500;146700;66503;50951467;28;1;0
518400;161500;164817;51841615;30;1;0
509000;164400;66505;50901644;12;2;0
513000;144000;66506;51301440;40;1;0
521000;147000;263133;52101470;3;0;0
513100;152000;66507;51311520;12;0;0
539600;151000;197592;53961510;77;2;0
514600;146800;66508;51461468;4;0;0
513900;150100;66509;51391501;3;0;0
515400;154400;66510;51541544;35;1;0
518600;161300;66511;51861613;21;1;0
502600;131600;164825;50261316;3;0;0
518200;147900;66512;51821479;31;0;0
559300;193400;295910;55931934;26;1;0
515300;145400;66513;51531454;13;1;0
522800;168700;328681;52281687;6;0;0
523700;151600;295911;52371516;4;0;0
555300;146200;164827;55531462;23;2;0
519600;149100;66514;51961491;15;0;0
551800;172700;197598;55181727;3;1;0
519600;174500;66515;51961745;20;1;0
521400;148600;66516;52141486;32;1;0
520700;166500;66517;52071665;14;0;0
520800;162100;66518;52081621;7;0;0
521100;164000;66519;52111640;3;0;0
520100;162400;66520;52011624;6;0;0
538200;181400;328688;53821814;22;1;0
522300;147100;66521;52231471;10;2;0
516700;146200;263148;51671462;7;0;0
523400;158600;66522;52341586;15;0;0
522600;158900;66523;52261589;14;1;0
523600;148100;66524;52361481;3;0;0
526400;151700;230380;52641517;17;1;0
522900;155800;66525;52291558;6;0;0
524800;151200;66526;52481512;13;0;0
525200;149000;66527;52521490;11;0;0
536100;167700;230383;53611677;43;2;0
526400;166000;66528;52641660;19;1;0
557800;143900;295925;55781439;8;1;0
526500;153300;66530;52651533;15;0;0
527100;161300;66531;52711613;11;1;0
561100;141200;295928;56111412;3;1;0
568800;117600;164844;56881176;3;0;0
526700;151900;66532;52671519;10;0;0
550100;149200;328700;55011492;4;0;0
570100;132400;263159;57011324;3;2;1
528000;173100;66533;52801731;7;1;0
556200;148500;197617;55621485;3;1;0
528100;162400;66534;52811624;3;1;0
528200;180700;66535;52821807;4;1;0
560900;145200;263161;56091452;3;0;0
528900;152600;66536;52891526;24;4;0
547000;183100;230392;54701831;3;3;1
528900;167600;66537;52891676;43;0;0
508800;139200;263163;50881392;3;2;1
561400;133300;295935;56141333;4;0;0
529700;162000;66539;52971620;8;2;0
528900;160900;66540;52891609;3;0;0
530100;152500;66541;53011525;17;1;0
530200;182400;66542;53021824;3;2;1
556000;149400;164855;55601494;5;0;0
530500;186100;66543;53051861;8;0;0
566000;198900;230401;56601989;3;0;0
530900;185500;66546;53091855;11;0;0
531000;152600;66547;53101526;31;0;0
531800;163500;66548;53181635;20;1;0
559600;143000;197632;55961430;43;10;0
532100;163600;66549;53211636;11;0;0
540300;179800;263176;54031798;6;0;0
531300;154400;66550;53131544;41;1;0
532200;151800;66551;53221518;3;0;0
532700;151500;66552;53271515;5;0;0
532500;151600;66553;53251516;13;1;0
531400;160700;197637;53141607;3;0;0
533000;158000;66554;53301580;3;1;0
570300;124300;328722;57031243;3;3;1
532800;157900;66555;53281579;32;1;0
532800;152800;66556;53281528;4;3;1
533100;158000;66557;53311580;7;1;0
532900;162000;66558;53291620;5;0;0
533800;155100;66559;53381551;227;1;0
533900;165700;66560;53391657;7;1;0
514600;147000;164873;51461470;3;0;0
539300;170100;197645;53931701;4;0;0
533400;170900;66561;53341709;9;0;0
534000;163800;66562;53401638;10;0;0
534400;153700;66563;53441537;148;3;0
519800;149900;295961;51981499;9;1;0
533100;179600;66564;53311796;3;0;0
538300;152700;230420;53831527;153;3;0
534100;166200;66565;53411662;19;1;0
534400;153200;66566;53441532;3;1;0
535000;157400;66567;53501574;3;0;0
568600;123600;197651;56861236;3;1;0
535300;152900;66568;53531529;14;1;0
536000;157200;66569;53601572;47;1;0
535900;157900;66570;53591579;3;1;0
535700;165100;66571;53571651;9;0;0
537000;184600;66572;53701846;30;0;0
536500;183300;66573;53651833;11;1;0
536900;151800;66574;53691518;314;1;0
561200;191500;328743;56121915;32;1;0
537200;183100;66575;53721831;8;2;0
537200;153500;66576;53721535;138;4;0
537400;152000;66577;53741520;139;1;0
537500;182900;66578;53751829;3;3;1
551800;167500;230434;55181675;5;1;0
537200;181000;66579;53721810;3;1;0
537600;187400;66580;53761874;8;1;0
542800;150300;295977;54281503;29;2;0
523500;147900;197665;52351479;6;2;0
537900;156400;66581;53791564;39;0;0
538000;152700;66582;53801527;125;5;0
540200;190000;328750;54021900;4;0;0
507500;146600;263209;50751466;46;0;0
538100;181400;66583;53811814;78;2;0
537900;157100;66584;53791571;4;0;0
538300;181900;66585;53831819;112;2;0
557400;146000;295983;55741460;8;0;0
538400;155400;66587;53841554;37;0;0
506800;136000;197671;50681360;5;1;0
538300;154200;66588;53831542;30;1;0
552900;158300;328757;55291583;14;0;0
538500;188800;66589;53851888;3;1;0
525700;150600;295987;52571506;75;1;0
548700;162300;164903;54871623;7;0;0
538800;163600;66590;53881636;22;0;0
536200;170800;263217;53621708;20;1;0
538900;158800;66591;53891588;3;0;0
514000;150400;164905;51401504;4;0;0
538700;166600;66592;53871666;3;0;0
534200;161800;164906;53421618;4;0;0
538900;163400;66593;53891634;3;0;0
506000;159600;230449;50601596;14;3;0
539100;184500;66594;53911845;40;3;0
554300;171200;295991;55431712;3;0;0
539200;151000;66595;53921510;38;1;0
539300;180900;66596;53931809;103;0;0
541500;151300;328765;54151513;15;3;0
518500;156500;295994;51851565;6;1;0
539100;150800;66597;53911508;48;1;0
539200;154000;66598;53921540;105;1;0
539100;176500;66599;53911765;20;1;0
539300;153100;66600;53931531;97;1;0
536400;155400;197685;53641554;5;2;0
539900;152900;66601;53991529;29;2;0
539600;151500;66602;53961515;58;0;0
541400;154700;263229;54141547;4;0;0
539600;151400;66603;53961514;113;2;0
540300;152900;66604;54031529;12;1;0
540200;180300;66605;54021803;16;1;0
540600;162800;66606;54061628;75;0;0
541000;165100;197691;54101651;3;1;0
540600;152200;66607;54061522;33;2;0
501800;144900;197692;50181449;38;1;0
540700;150700;66608;54071507;7;0;0
535800;172500;328777;53581725;7;0;0
540900;181500;66609;54091815;12;1;0
573000;122800;263235;57301228;3;1;0
541000;154900;66610;54101549;26;0;0
571800;136100;263237;57181361;3;0;0
541400;155000;66611;54141550;6;1;0
541200;190600;66612;54121906;3;0;0
571700;125900;296009;57171259;4;3;1
541500;178700;66613;54151787;8;0;0
542300;175100;66614;54231751;15;1;0
542100;151500;66615;54211515;40;3;0
511300;145500;328784;51131455;9;0;0
547100;183300;296013;54711833;43;2;0
526500;158300;230471;52651583;9;1;0
542700;164000;66616;54271640;4;0;0
542800;150900;66617;54281509;56;2;0
542800;180000;66618;54281800;4;1;0
549700;155300;263245;54971553;6;0;0
538700;155600;230474;53871556;15;0;0
543700;149600;66619;54371496;13;1;0
542600;152000;296016;54261520;8;2;0
556500;146900;197704;55651469;22;2;0
544100;151000;66621;54411510;5;1;0
533700;172200;328789;53371722;36;0;0
544200;154700;66622;54421547;6;0;0
545100;150300;66623;54511503;10;1;0
545200;189700;66624;54521897;13;2;0
530100;168800;296021;53011688;57;0;0
544900;151700;66625;54491517;4;0;0
510500;140200;197709;51051402;42;0;0
545300;150300;66626;54531503;37;0;0
545000;149100;66627;54501491;40;1;0
545000;170400;66628;54501704;17;0;0
544600;149700;66629;54461497;6;3;1
502300;136100;197714;50231361;10;1;0
545400;169900;66630;54541699;8;1;0
546300;163100;66631;54631631;3;0;0
582100;148400;328800;58211484;3;2;1
519300;149300;263259;51931493;3;0;0
530300;177900;230489;53031779;24;0;0
548400;149200;66634;54841492;3;3;1
568900;196400;263261;56891964;8;0;0
548400;155300;66635;54841553;8;0;0
548400;181800;66636;54841818;16;1;0
548100;173200;66637;54811732;9;1;0
528300;178300;263264;52831783;3;1;0
548200;172400;66639;54821724;4;1;0
567100;122200;164952;56711222;71;4;0
562300;185900;328808;56231859;118;1;0
569900;128200;197724;56991282;3;0;0
519300;149600;164955;51931496;39;2;0
549300;148000;66642;54931480;97;3;0
549600;183100;66643;54961831;4;1;0
549100;148200;66645;54911482;47;3;0
549100;161400;66646;54911614;57;0;0
509200;147700;230501;50921477;3;0;0
530100;185600;230502;53011856;3;0;0
549700;180600;66647;54971806;5;0;0
537800;166000;328816;53781660;38;1;0
536300;159300;263274;53631593;76;2;0
550400;172900;66648;55041729;7;0;0
551200;147500;66649;55121475;5;0;0
555200;169200;296046;55521692;3;1;0
509700;163300;164963;50971633;14;2;0
541100;171800;263278;54111718;7;0;0
551300;180500;66652;55131805;7;1;0
551400;169700;66653;55141697;17;0;0
567400;196500;328823;56741965;14;1;0
512500;152500;263281;51251525;6;0;0
527300;151700;328825;52731517;67;3;0
547700;159200;263284;54771592;4;0;0
541800;151800;296055;54181518;12;3;0
543100;193700;296056;54311937;3;0;0
508400;139700;197744;50841397;28;1;0
553800;146000;66663;55381460;197;10;0
521200;163500;296061;52121635;20;2;0
578900;132900;230521;57891329;4;0;0
553500;170500;66666;55351705;4;0;0
554100;173200;66669;55411732;87;1;0
538500;167500;197755;53851675;3;0;0
554200;147600;66671;55421476;3;1;0
573600;145100;328847;57361451;4;0;0
539600;180900;296077;53961809;28;1;0
555000;155400;66681;55501554;4;0;0
555300;146300;66685;55531463;24;2;0
555100;149000;66688;55511490;3;1;0
533300;158800;328860;53331588;13;2;0
555600;145600;66694;55561456;22;3;0
528500;185800;230550;52851858;16;1;0
556300;155100;165009;55631551;3;1;0
522100;159000;263329;52211590;42;0;0
578400;133300;230559;57841333;9;6;1
514200;166900;230560;51421669;18;0;0
506100;145900;296103;50611459;17;3;0
531000;153900;328874;53101539;18;2;0
523900;152000;197791;52391520;13;0;0
556700;146600;66707;55671466;20;2;0
557300;176700;66710;55731767;13;0;0
537800;186600;296108;53781866;31;2;0
557400;146700;66711;55741467;15;1;0
557500;150500;66712;55751505;11;0;0
530000;168900;296110;53001689;21;0;0
521300;163900;328883;52131639;12;1;0
546800;155700;197799;54681557;3;1;0
579500;147300;328884;57951473;3;1;0
507200;162300;165029;50721623;20;1;0
538600;182400;296117;53861824;27;1;0
558400;136600;66721;55841366;21;0;0
533900;173400;296119;53391734;28;1;0
536400;181400;230578;53641814;15;0;0
555900;148200;328891;55591482;3;2;1
558400;134000;66724;55841340;13;1;0
558000;176800;66725;55801768;13;0;0
506600;137300;263351;50661373;189;1;0
537900;151100;230581;53791511;100;4;0
550000;174600;296124;55001746;8;1;0
522800;156400;165040;52281564;9;3;0
567400;197000;197812;56741970;8;0;0
558500;178600;66728;55851786;3;2;1
558800;146000;66729;55881460;3;2;1
538700;173800;296127;53871738;5;0;0
558500;138400;66730;55851384;3;0;0
559200;144700;66731;55921447;21;8;0
551900;151200;328900;55191512;3;0;0
560900;146800;165045;56091468;3;0;0
539000;151300;197817;53901513;93;1;0
559300;142500;66733;55931425;13;14;1
559400;143800;66734;55941438;119;4;0
505200;146000;230591;50521460;12;1;0
504100;158500;328905;50411585;12;1;0
567300;197200;165053;56731972;10;1;0
560000;147200;66740;56001472;8;2;0
560000;147700;66741;56001477;7;1;0
542600;151700;197828;54261517;25;2;0
560700;134000;66746;56071340;4;1;0
567000;122500;197830;56701225;3;2;1
535500;155500;197831;53551555;7;1;0
521600;158300;328915;52161583;3;0;0
561100;132800;263374;56111328;21;0;0
534500;154300;296148;53451543;89;4;0
561300;185300;66751;56131853;11;1;0
559900;143300;165064;55991433;22;3;0
560700;147100;328920;56071471;3;1;0
515600;156900;296150;51561569;3;1;0
560900;141200;263379;56091412;8;1;0
504800;135300;165067;50481353;3;0;0
520600;165900;263381;52061659;3;1;0
561600;177700;66755;56161777;10;0;0
540100;153000;263382;54011530;27;2;0
571500;126200;328926;57151262;5;2;0
562100;185300;66762;56211853;23;1;0
506100;142500;296160;50611425;7;0;0
557800;144500;197852;55781445;150;1;0
538300;153600;328938;53831536;353;1;0
524300;151100;230625;52431511;3;0;0
563200;129100;66770;56321291;14;2;0
505700;141100;296172;50571411;12;1;0
540000;153500;263403;54001535;8;2;0
507500;144700;263405;50751447;32;1;0
576200;143200;230636;57621432;4;0;0
540100;180300;165096;54011803;45;1;0
529800;152400;165099;52981524;122;2;0
573800;138200;165100;57381382;3;0;0
564200;132900;66788;56421329;3;0;0
513900;166800;165103;51391668;27;1;0
565700;126200;66791;56571262;3;1;0
565500;121400;66793;56551214;11;2;0
538500;151400;165108;53851514;167;2;0
537200;159900;328965;53721599;16;0;0
569900;192100;263424;56991921;8;1;0
565800;127200;66798;56581272;36;4;0
561700;138900;230660;56171389;7;0;0
509600;146600;197890;50961466;3;1;0
532100;151100;197891;53211511;7;0;0
529100;152900;197892;52911529;40;3;0
530500;176300;165122;53051763;32;0;0
567200;132800;66811;56721328;26;5;0
549200;166200;296209;54921662;3;0;0
567300;132600;66813;56731326;3;5;2
567200;132700;66814;56721327;5;7;1
502700;128700;165127;50271287;22;0;0
567700;122300;66815;56771223;13;7;1
567500;196500;66816;56751965;3;1;0
551600;169200;165129;55161692;13;1;0
557200;150300;230671;55721503;6;1;0
554300;154500;230673;55431545;6;1;0
560900;134100;165131;56091341;12;2;0
