X,Y,Numero,Nom,MoyenTrans,Altitude,NumeroComm,NomCommune
6.415165,46.730344,8579908,"Ballaigues, coll�ge",Bus,880,5744,Ballaigues
6.790736,46.66862,8570341,"Moudon, Le Vallon",Bus,532,5678,Moudon
6.892058,46.440541,8594160,"Clarens, centre",Bus,380,5886,Montreux
6.864565,46.458712,8593953,"La Tour-de-Peilz, Br�cheresse",Bus,417,5889,La Tour-de-Peilz
7.034244,46.92456,8570522,"Vallamand-Dessous, village",Bus,433,5464,Vully-les-Lacs
6.841382,46.463387,8593998,"Vevey, poste",Bus,383,5890,Vevey
7.008351,46.345587,8595108,"Leysin, Grand H�tel (parking)",Bus,1435,5407,Leysin
6.325058,46.667623,8530621,Le Pont NLJ,Bateau,1004,5871,L'Abbaye
6.202333,46.390582,8501970,"Signy, village",Bus,470,5728,Signy-Avenex
6.913382,46.432869,8593941,"Montreux, rue Industrielle",Bus,407,5886,Montreux
6.684656,46.831144,8504246,Onnens-Bonvillars PMP,CheminFer,439,2234,La Brillaz
6.823852,46.550158,8582202,"Pal�zieux, En Plan",Bus,634,5805,Oron
6.848994,46.699558,8591865,"Curtilles, village",Bus,520,5669,Curtilles
6.334284,46.459264,8583464,"Rolle, La Prairie",Bus,391,5861,Rolle
6.525144,46.630601,8583403,"Lussery-Villars,pl. de Lussery",Bus,494,5487,Lussery-Villars
6.500065,46.510568,8592278,"Morges, temple",Bus,374,5642,Morges
6.504251,46.520183,8570090,"Morges, Les P�toleyres",Bus,420,5642,Morges
6.530771,46.576246,8515507,Vufflens-la-Ville cot� COS (B),CheminFer,406,5503,Vufflens-la-Ville
6.679378,46.601237,8570168,"Froideville, crois�e",Bus,820,5523,Froideville
6.399655,46.475886,8579079,"Allaman, gare",Bus,422,5851,Allaman
7.01233,46.918013,8570519,"Constantine, coll�ge",Bus,502,5464,Vully-les-Lacs
6.691574,46.714163,8507696,"Oppens, crois�e",Bus,557,5923,Oppens
6.693128,46.693527,8507959,"Rueyres VD, crois�e",Bus,619,5534,Rueyres
7.008226,46.308884,8570611,"Panex, En Meer",Bus,849,5409,Ollon
6.833831,46.555672,8579737,"Pal�zieux-Village, coll�ge",Bus,637,5805,Oron
6.675413,46.505745,8592167,"Paudex, Marronnier",Bus,394,5588,Paudex
6.672911,46.506673,8592169,"Paudex, village",Bus,405,5588,Paudex
6.23873,46.388651,8593897,"Nyon, rte de l'Etraz",Bus,403,5724,Nyon
6.674387,46.508257,8593847,"Paudex, Bochat",Bus,438,5588,Paudex
6.605633,46.686094,8570194,"Penth�r�az, Le Battoir",Bus,622,5531,Penth�r�az
6.363617,46.468938,8570040,"Perroy, village",Bus,419,5860,Perroy
6.684049,46.501232,8501318,Lutry CGN,Bateau,373,5606,Lutry
6.654474,46.531979,8593839,"Lausanne, Mayoresses",Bus,625,5586,Lausanne
6.566868,46.522066,8579233,"Ecublens VD, EPFL (bus)",Bus,395,5635,Ecublens (VD)
6.725084,46.677431,8570222,"Boulens, Moulin de l'Augine",Bus,712,5661,Boulens
6.609675,46.540297,8592176,"Prilly, Coudraie",Bus,538,5589,Prilly
6.765421,46.493737,8570567,"Puidoux-Chexbres, gare",Bus,616,5607,Puidoux
6.600626,46.77796,8579302,"Chamblon, r�servoir",Bus,530,5904,Chamblon
6.603954,46.531736,8592180,"Prilly, Grand Vigne",Bus,461,5589,Prilly
6.603323,46.527827,8592049,"Prilly, Galicien",Bus,434,5589,Prilly
6.728682,46.891913,8570286,"Provence, anc. poste",Bus,776,5566,Provence
6.840626,46.458741,8501248,Vevey-March�,Bateau,373,5890,Vevey
6.531051,46.76021,8507956,"Rances, bif.",Bus,559,5760,Rances
6.586313,46.540286,8592220,"Renens VD, Saugiaz",Bus,437,5591,Renens (VD)
6.579329,46.537553,8588838,"Renens VD, gare nord",Bus,415,5591,Renens (VD)
6.32197,46.461717,8583111,"Rolle, La Pi�ce-Etraz",Bus,429,5861,Rolle
6.321932,46.461662,8570055,"Rolle, La Pi�ce",Bus,436,5861,Rolle
6.838883,46.575147,8570449,"Oron-le-Ch�tel, poste",Bus,708,5805,Oron
6.92216,46.735455,8504998,"Rossens VD, village",Bus,720,5830,Villarzel
6.372874,46.479578,8581659,"F�chy, Auberge",Bus,442,5427,F�chy
6.764747,46.784696,8570387,"Rovray, village",Bus,646,5928,Rovray
6.514238,46.73073,8577281,"Montcherand, Usine �lectrique",Bus,525,5756,Montcherand
6.534668,46.827925,8579287,"Les Rasses, Grand-H�tel",Bus,1181,5552,Bullet
6.682539,46.561829,8592037,"Lausanne, Ecole H�teli�re",Bus,850,5586,Lausanne
6.627104,46.52217,8592098,"Lausanne, Port-Franc",Bus,491,5586,Lausanne
7.076842,46.283747,8530040,La Barboleuse TVG,Telepherique,1219,5405,Gryon
6.178766,46.407731,8501967,"Gingins, poste",Bus,542,5719,Gingins
6.257779,46.508093,8570017,"St-George, Maison Neuve",Bus,930,5434,Saint-George
6.891905,46.448016,8579202,Baugy,Bus,445,5886,Montreux
7.021554,46.351619,8595104,"Leysin, Les Alpes",Bus,1322,5407,Leysin
6.840295,46.466296,8594641,"Vevey, Nord",Bus,385,5890,Vevey
6.636849,46.782124,8575840,"Yverdon, Quai de la Thi�le",Bus,432,5938,Yverdon-les-Bains
6.641946,46.758888,8595066,"Yverdon, chemin de la Ch�vre",Bus,453,5938,Yverdon-les-Bains
6.665207,46.774386,8594035,"Yverdon-les-Bains, Bellevue",Bus,524,5938,Yverdon-les-Bains
6.64367,46.779563,8594062,"Yverdon-les-Bains,Maison Rouge",Bus,434,5938,Yverdon-les-Bains
6.841919,46.707941,8583110,"Lucens, gare",Bus,493,5675,Lucens
6.433079,46.545539,8570079,"Apples, La Mottaz",Bus,615,5421,Apples
6.885293,46.460785,8593910,"Blonay, Mottex",Bus,525,5881,Blonay
6.238885,46.383408,8593892,"Nyon, Petit Perdtemps",Bus,400,5724,Nyon
6.845944,46.468844,8593989,"Vevey, Copet",Bus,399,5890,Vevey
7.022617,46.952719,8583708,"Cudrefin, mini-golf",Bus,435,5456,Cudrefin
6.806652,46.678722,8570356,"Moudon, Grange-Verney",Bus,564,5678,Moudon
6.470508,46.845518,8571780,"La Vraconnaz, Les Rochettes",Bus,1123,5568,Sainte-Croix
6.630491,46.528401,8592034,"Lausanne, Druey-Coll�ge",Bus,557,5586,Lausanne
6.625417,46.514763,8592027,"Lausanne, Dapples",Bus,436,5586,Lausanne
6.666692,46.544522,8589525,"Epalinges, Planches",Bus,747,5584,Epalinges
6.641462,46.768591,8594028,"Yverdon, Pierre de Savoie",Bus,434,5938,Yverdon-les-Bains
6.850816,46.463751,8593995,"Vevey, Major-Davel",Bus,416,5890,Vevey
6.562534,46.575704,8588851,"Mex VD, ch. du Tr�sy",Bus,650,5489,Mex (VD)
6.852513,46.470588,8593999,"Vevey, Pra",Bus,437,5890,Vevey
6.694882,46.554785,8587548,"Lausanne, Vers-chez-les-Blanc",Bus,839,5586,Lausanne
6.508965,46.733809,8579115,"Montcherand, haut du village",Bus,565,5756,Montcherand
6.611021,46.53159,8592124,"Lausanne, Valency",Bus,496,5586,Lausanne
6.565893,46.561542,8591937,"Crissier, Croix-P�age",Bus,481,5583,Crissier
6.658375,46.544411,8591971,"Epalinges, Tuileries",Bus,710,5584,Epalinges
6.605574,46.534879,8592173,"Prilly, centre",Bus,485,5589,Prilly
6.188206,46.322591,8587576,"Coppet, Les Rojalets",Bus,404,5712,Coppet
6.820947,46.472237,8593912,"Corseaux, F�lix-Cornu",Bus,442,5883,Corseaux
6.526607,46.652258,8504659,"Ecl�pens, village",Bus,460,5482,Ecl�pens
6.762741,46.645905,8570344,"Hermenches, Moille-Robert",Bus,661,5673,Hermenches
6.243713,46.396738,8588678,"Prangins, Sus-Gare",Bus,445,5725,Prangins
6.997783,46.94059,8570527,Champmartin,Bus,464,5456,Cudrefin
6.641878,46.516337,8592038,"Lausanne, Eglantine",Bus,487,5586,Lausanne
6.840276,46.468032,8593996,"Vevey, Marronniers",Bus,389,5890,Vevey
6.848267,46.470692,8593988,"Vevey, Crosets",Bus,402,5890,Vevey
6.894033,46.464164,8579211,"Blonay, village",Bus,614,5881,Blonay
6.929887,46.391878,8595186,"Villeneuve VD, Pr� Jaquet",Bus,374,5414,Villeneuve (VD)
6.618542,46.530745,8591992,"Lausanne, Bergi�res",Bus,539,5586,Lausanne
6.282738,46.51085,8570020,"Gimel, C�te R�viol",Bus,826,5428,Gimel
6.628867,46.514932,8592052,"Lausanne, Grancy",Metro,428,5586,Lausanne
6.621132,46.542251,8591994,"Lausanne, Bl�cherette",Bus,600,5586,Lausanne
6.622849,46.520826,8592004,"Lausanne, C�cil",Bus,481,5586,Lausanne
6.613491,46.534594,8591993,"Lausanne, B�thanie",Bus,532,5586,Lausanne
6.62907,46.522292,8591988,"Lausanne, Bel-Air",Bus,496,5586,Lausanne
6.619271,46.527367,8591980,"Lausanne, Aub�pines",Bus,511,5586,Lausanne
6.634003,46.522714,8592093,"Lausanne, Pierre Viret",Bus,506,5586,Lausanne
6.522859,46.605915,8593755,Cossonay-Penthalaz (funi),Funiculaire,431,5495,Penthalaz
6.536603,46.515164,8592240,"Denges, Pierraz-Mur",Bus,396,5632,Denges
6.349871,46.519304,8570123,"Bi�re, La Filature",Bus,637,5425,Bi�re
7.00608,46.266911,8570641,"Fenalet-sur-Bex, bif. Salaz",Bus,455,5402,Bex
6.552667,46.571147,8588854,"Mex VD, En Verney",Bus,481,5489,Mex (VD)
6.52397,46.788725,8579110,"Baulmes, gare",Bus,633,5745,Baulmes
6.750569,46.556539,8579250,"Mollie-Margot, centre",Bus,830,5611,Savigny
6.771517,46.599502,8504166,"M�zi�res VD, station",Bus,740,5791,M�zi�res (VD)
6.36427,46.579897,8570113,"Mollens VD, Champou",Bus,744,5431,Mollens (VD)
6.330002,46.475101,8579222,"Mont-sur-Rolle, Mont-Dessus",Bus,581,5859,Mont-sur-Rolle
6.831316,46.567056,8570439,"Oron-la-Ville, Pr� � l'Abb�",Bus,640,5805,Oron
6.445382,46.704324,8501256,"Premier, coll�ge",Bus,867,5759,Premier
6.472887,46.504546,8570083,"Tolochenaz, pl. Audrey Hepburn",Bus,415,5649,Tolochenaz
6.628038,46.512029,8592028,"Lausanne, D�lices",Metro,407,5586,Lausanne
6.625621,46.515934,8592040,"Lausanne, Epinettes",Bus,434,5586,Lausanne
6.624815,46.523602,8592010,"Lausanne, Chauderon",Bus,493,5586,Lausanne
6.610031,46.521318,8592021,"Lausanne, Cottages",Bus,437,5586,Lausanne
6.663692,46.535487,8592002,"Lausanne, Boveresses",Bus,677,5586,Lausanne
6.650291,46.531878,8592008,"Lausanne, Champ-Rond",Bus,599,5586,Lausanne
7.011272,46.311027,8570612,"Panex, Au Pomey rouge",Bus,916,5409,Ollon
6.605254,46.544655,8593849,"Cery-Fleur-de-Lys, gare",Bus,540,5589,Prilly
6.921813,46.39464,8579185,"Villeneuve VD, Eau-Froide",Bus,373,5414,Villeneuve (VD)
6.898829,46.72,8504155,"Villars-Bramard, village",Bus,727,5831,Valbroye
6.170587,46.33473,8587579,Ch�taigneriaz,Bus,444,5717,Founex
6.796642,46.563141,8570460,"Ch�tillens, Le P�leret",Bus,689,5805,Oron
6.171457,46.400452,8501966,"Ch�serex, poste",Bus,529,5709,Ch�serex
6.509896,46.612054,8530003,Cossonay-Ville,Funiculaire,565,5477,Cossonay
6.919208,46.456258,8570576,"Chamby, Brison",Bus,924,5886,Montreux
6.860426,46.452582,8593975,"La Tour-de-Peilz,Mousquetaires",Bus,390,5889,La Tour-de-Peilz
6.728875,46.873365,8507656,"Concise, Les Biolles",Bus,684,5554,Concise
6.173407,46.322391,8587581,"Commugny, Monthoux",Bus,428,5711,Commugny
6.841553,46.470324,8579160,"Corsier-sur-Vevey, village",Bus,420,5884,Corsier-sur-Vevey
6.851894,46.476081,8579165,"Corsier-sur-Vevey, Chaplin",Bus,492,5884,Corsier-sur-Vevey
6.50176,46.609972,8582737,"Cossonay, La Cond�mine",Bus,575,5477,Cossonay
6.618042,46.697933,8570196,"Corcelles-sur-Chav., Tuilerie",Bus,605,5751,Corcelles-sur-Chavornay
6.848762,46.473069,8504963,"Corsier-sur-Vevey, Terreaux",Bus,460,5884,Corsier-sur-Vevey
6.340513,46.460197,8570035,"Rolle, place des Tilleuls",Bus,379,5861,Rolle
6.183555,46.326624,8595171,"Coppet, chemin des Rannaux",Bus,419,5712,Coppet
6.188273,46.317428,8587577,"Coppet, gare",Bus,392,5712,Coppet
6.745157,46.591095,8592224,"Ropraz, Corcelles-Jorat",Bus,790,5798,Ropraz
6.20304,46.356681,8595502,"Crans-pr�s-C�ligny, Ch�tillon",Bus,421,5713,Crans-pr�s-C�ligny
6.463006,46.693689,8570225,"Romainm�tier, Les Portes",Bus,675,5761,Romainm�tier-Envy
6.555919,46.531751,8592248,"Ecublens VD, Larges Pi�ces",Bus,408,5635,Ecublens (VD)
6.735714,46.493377,8501297,"Riex, fontaine",Bus,442,5613,Bourg-en-Lavaux
6.331323,46.452515,8582692,"Rolle, route de Gilly",Bus,391,5861,Rolle
6.772098,46.566131,8504997,"Servion, Zoo-Tropiquarium",Bus,764,5799,Servion
6.530914,46.724054,8501267,"Orbe, poste",Bus,482,5757,Orbe
6.631516,46.786738,8570249,"Yverdon, rue des Uttins",Bus,436,5938,Yverdon-les-Bains
6.70544,46.50892,8593857,"Lutry, Bouttettes",Bus,602,5606,Lutry
6.850704,46.468059,8595119,"Vevey, M�mise",Bus,445,5890,Vevey
6.620734,46.534917,8591987,"Lausanne, Beau-Site",Bus,593,5586,Lausanne
6.625801,46.512571,8592024,"Lausanne, Cour",Bus,417,5586,Lausanne
6.57934,46.526182,8594987,"Chavannes-pr�s-Renens, Mouline",Bus,401,5627,Chavannes-pr�s-Renens
6.8009,46.774,8577613,"Treytorrens (Payerne), Nord",Bus,670,5828,Treytorrens (Payerne)
6.852443,46.457777,8593991,"Vevey, Entre-Deux-Villes",Bus,375,5890,Vevey
6.388095,46.730358,8504569,Le Creux VD,Bus,800,5764,Vallorbe
6.912772,46.431355,8593920,"Montreux, av. Nestl�",Bus,390,5886,Montreux
6.561158,46.552762,8581924,"Bussigny VD, route de Sullens",Bus,448,5624,Bussigny
6.562418,46.557099,8594178,"Bussigny VD, Rente",Bus,468,5624,Bussigny
6.45805,46.570623,8570103,"Cottens VD, La Caroline",Bus,572,5478,Cottens (VD)
6.61265,46.811899,8570257,"Giez, La Croix",Bus,544,5559,Giez
6.858125,46.775754,8504159,"Sassel, village",Bus,627,5831,Valbroye
6.570545,46.539879,8591958,"Ecublens VD, Suchet-For�t",Bus,415,5635,Ecublens (VD)
6.147283,46.446882,8519077,St-Cergue Les Cheseaux,CheminFer,1103,5727,Saint-Cergue
